username,user_id,user_watching,user_completed,user_onhold,user_dropped,user_plantowatch,user_days_spent_watching,gender,location,birth_date,access_rank,join_date,last_online,stats_mean_score,stats_rewatched,stats_episodes
Jiraiyan,4543429,6,39,0,0,0,18.15,Male,New York,1987-02-18,,2015-04-06,2017-02-24 08:28:00,7.32,2,1029
Limpi,54102,4,9,0,0,2,19.86,,,,,2008-04-18,2009-07-08 09:20:00,8.31,0,1190
IoriYagami,83582,3,141,7,4,48,97.09,Male,"Mel Bourguiba, Tunisia",1986-06-20,,2008-08-06,1900-05-15 15:56:00,7.05,8,5674
parallelhearts,486294,131,895,167,4,1062,137.60,Female,,1993-10-21,,2011-05-13,2017-01-31 00:40:00,7.35,24,9897
Kittyki,5970070,8,102,17,10,158,33.92,Female,,1997-07-16,,2017-01-10,1900-05-04 13:05:00,7.7,0,2078
Sirdante,14013,43,372,4,7,27,181.90,Male,"Bilbao, Spain",1987-04-04,,2007-09-18,2013-06-01 16:48:00,6.93,149,10887
p0nch0,32044,4,2,1,0,0,4.65,Male,"Poland, Lodz",1988-09-30,,2008-01-17,2008-02-04 02:28:00,7.14,0,281
lolbridget,5341448,7,47,6,1,78,15.65,Female,"Vilnius, Lithuania",1999-07-06,,2016-04-15,1900-04-03 00:23:00,8.54,0,932
myungyare,3771925,33,260,19,39,56,90.66,Female,"SP, Brazil",1994-10-08,,2014-05-12,1900-05-06 21:19:00,7.97,0,5491
ValeraN,500649,10,47,10,2,63,18.31,Female,,1996-07-28,,2011-06-19,2018-05-18 11:10:27,8.4,0,1179
Tofs,82645,8,27,4,0,24,9.03,Female,"Stockholm, Sweden",1993-06-10,,2008-08-04,2015-08-03 03:40:00,8.57,9,531
Kriegsmarine,336040,3,470,1,30,0,108.73,Male,"bangkok , thailand",,,2010-06-02,1900-03-03 04:28:00,7.58,0,6512
reddcat,37325,20,199,6,37,56,116.65,Female,Philippines,,,2008-02-13,1900-05-12 07:13:00,8.19,9,6991
kendolli,300808,33,217,2,14,100,82.87,Non-Binary,"Wonderland, USA",1990-11-11,,2010-03-03,2017-01-30 03:14:00,6.88,2,4849
WishMeLuck,320842,7,219,6,0,0,66.24,Male,,,,2010-04-25,2015-08-01 11:14:00,6.84,19,3892
Remmirath,536391,32,334,37,42,37,85.80,Female,The Shire,,,2011-08-05,1900-05-16 20:02:00,7.78,0,5526
lollypebbles,214621,0,2,3,2,1,1.86,Female,Arizona,1994-12-21,,2009-07-31,2011-07-21 21:29:00,7.13,0,110
Artistichooves,4457732,12,144,2,11,403,29.54,Female,Belgium,1993-01-31,,2015-02-06,2017-10-24 11:52:00,8.38,6,1744
Depraved-Kun,5356466,18,52,3,6,113,38.16,,behind you,,,2016-04-21,1900-05-02 15:24:00,7.75,0,2340
Daisake,796877,3,179,15,8,57,105.39,Male,Oregon,,,2011-10-23,2016-11-21 14:19:00,8.03,3,6292
felipecchi,3779313,12,46,15,4,11,35.34,Male,Campinas,,,2014-05-16,2017-12-19 11:18:00,7.23,0,2123
darkviola101,271510,1,101,10,15,12,64.34,Female,,,,2009-12-19,2015-07-06 23:47:00,8.35,20,4124
redragon777,325327,1,1,0,0,0,0.61,Male,"Tucson, Arizona",1984-09-21,,2010-05-06,2010-05-16 15:11:00,7.0,0,35
Acation,1941722,6,60,6,8,104,22.63,Female,,1998-01-16,,2012-12-24,1900-05-02 09:34:00,6.57,38,1430
natures-song,184458,3,227,6,58,31,79.79,,,1989-01-01,,2009-05-20,2014-07-21 18:05:00,6.53,4,4953
climhazzard03,3895,1,716,1,12,59,214.95,Male,"Malaysia , Johor Bahru",1989-12-09,,2007-05-02,1900-03-15 13:28:00,7.96,16,12829
bakawingx,46743,3,402,10,10,5,129.15,Male,"toronto,canada",1983-01-10,,2008-03-30,2016-08-06 09:07:00,6.7,7,7758
StitchOtaku,6467653,4,76,6,1,7,29.19,,,,,2017-08-08,2017-08-12 23:12:00,8.83,0,1766
werlwend,192396,39,528,7,5,98,246.21,Male,"Aurora,Colorado",1995-11-03,,2009-06-10,1900-04-29 09:27:00,7.84,15,14721
nighthawk741,401053,160,203,34,87,103,106.25,Male,California,1994-07-26,,2010-10-27,2017-04-09 16:07:00,7.45,26,6428
watchfuleye,6246569,23,28,10,2,58,11.38,Male,Oklahoma,1996-06-23,,2017-05-13,1900-03-22 23:28:00,8.66,0,710
mzkami,1106615,11,91,3,10,33,42.51,Female,Central Florida,,,2012-01-16,2013-02-16 08:37:00,8.08,7,2504
pedroivo27,1102889,3,116,0,0,4,51.22,Male,,,,2012-01-14,2013-09-09 14:17:00,8.18,0,3074
Tamah,45717,2,462,0,0,34,84.40,Male,Nordic Countries,1984-01-10,,2008-03-26,1900-03-27 09:08:00,7.72,0,5208
aNTh0ny,144647,1,92,0,7,16,53.06,,California,1991-01-05,,2009-01-30,1900-04-24 21:33:00,6.77,0,3161
ShiroNakamura,899971,2,433,0,32,94,109.08,Male,,1993-06-21,,2011-11-07,1900-02-19 12:00:00,9.78,0,6755
Lodella,394192,1,37,4,1,123,8.52,Female,,1995-10-01,,2010-10-10,1900-04-30 23:28:00,8.24,0,571
Mael,51780,2,17,0,0,6,5.08,Male,,1976-10-19,,2008-04-12,2010-01-23 12:54:00,8.75,0,279
Fangel,32140,15,144,4,1,9,76.69,Male,Gävle,1988-09-23,,2008-01-18,2014-09-04 11:36:00,8.03,0,4532
pointono,79776,3,4,0,0,5,1.65,,,,,2008-07-25,2008-11-18 21:50:00,8.57,3,86
Mahashi,342230,99,398,50,0,78,121.78,Male,"Nisko, POLAND",1991-01-01,,2010-06-16,1900-05-13 13:29:00,8.33,6,7178
Nekochokoreto,2135599,2,87,0,44,36,68.09,Female,Brazil,1996-01-19,,2013-02-04,2016-07-31 08:29:00,7.45,62,4268
bails649,5233631,60,302,143,11,311,96.85,Male,"Manchester, UK",1996-05-02,,2016-03-01,1900-05-09 02:24:00,7.24,48,5886
Remainingecho,5095211,15,129,1,8,37,26.67,Female,Sweden ,1999-01-21,,2016-01-02,1900-05-12 12:56:00,10.0,0,1481
Flameneo,23730,5,16,1,2,1,37.23,Male,Burnaby BC,,,2007-11-27,2009-03-19 21:15:00,7.75,27,2217
Kiranichi,94032,1,69,43,9,119,28.85,Female,,1990-01-01,,2008-09-12,2016-03-06 07:56:00,7.21,0,1693
Nachorizo,267587,15,124,10,7,34,56.66,Male,RP ,,,2009-12-08,2018-05-14 02:27:00,7.45,0,3389
neenee,113503,1,2,0,0,0,0.98,Female,,,,2008-11-11,2010-06-08 20:01:00,9.33,0,60
x_Sora,1100397,35,26,0,1,65,8.53,,,1994-07-08,,2012-01-12,1900-01-31 16:05:00,8.35,3,509
zeran,154335,25,329,1,11,6,100.53,Male,Paris,1986-06-24,,2009-02-27,2012-05-31 10:37:00,7.22,0,5855
sazzaa,338816,4,15,2,1,4,19.29,,,,,2010-06-08,2010-06-09 10:15:00,7.29,2,1164
iiNsanity,280816,0,0,0,0,0,0.00,,,,,2010-01-09,2010-01-17 04:16:00,0.0,0,0
hop-step-death,3819339,3,8,1,1,0,3.27,Female,,,,2014-06-03,2014-09-09 10:07:00,8.0,3,243
hearts-spades,539263,62,97,44,10,220,28.51,Female,"Riverside,California",1999-11-11,,2011-08-08,1900-05-05 13:01:00,9.06,16,1784
Mentria,221327,0,214,1,9,34,69.24,Female,Israel,1987-08-28,,2009-08-15,1900-05-07 12:31:00,7.93,12,4512
tack,233880,3,13,0,0,2,4.16,Male,"Kyoto, Japan",1990-04-08,,2009-09-14,2013-10-22 08:27:00,8.31,0,246
Yuenku,153334,11,74,5,17,78,23.59,Male,,,,2009-02-24,1900-05-12 21:54:00,8.72,0,1412
lala19,183443,0,1,2,0,8,0.77,,,,,2009-05-17,2009-05-17 11:23:00,9.0,0,46
waypastlame,4960165,8,87,12,5,131,18.38,Male,It's a secret,,,2015-10-27,1900-04-25 12:30:00,7.06,0,1121
hipernova,88184,12,75,12,16,25,45.74,Male,Istanbul,1991-01-21,,2008-08-22,2015-06-30 04:31:00,7.49,0,2707
Karez,103036,11,62,13,7,16,138.93,Male,"Dunakeszi, Hungary",1989-11-03,,2008-10-08,2016-06-29 03:10:00,7.6,20,8239
AnimeUnion,4912019,24,79,2,5,6,48.15,Male,,1997-10-21,,2015-10-02,2015-10-23 14:17:00,7.79,0,2926
Pandaryu,1072157,7,43,4,1,22,15.78,Male,Canada,1993-07-23,,2011-12-23,2013-08-23 20:59:00,8.14,0,894
YordanYordanov,5826537,1,9,2,3,5,2.22,,,,,2016-11-08,1900-02-28 07:52:00,8.1,0,126
Pewpers,6551,4,217,29,53,23,84.70,Male,"Boynton Beach, Florida",1990-01-01,,2007-06-29,1900-01-20 18:41:00,7.06,6,5028
Tsuui,1116883,15,267,29,43,189,125.90,Male,Fascination Street,,,2012-01-23,1900-05-11 17:43:00,7.85,0,7460
JHyunLover,11307,26,26,0,0,5,22.17,Female,London,,,2007-08-26,2009-12-30 13:08:00,8.7,0,1357
Rynegawa,6308384,30,100,10,1,88,40.32,Male,"Santa Catarina, Brasil",,,2017-06-10,2018-05-17 12:57:00,6.71,0,2419
Nihi,3181393,33,236,16,28,30,86.35,Male,Orléans,1987-07-29,,2013-09-22,2017-02-08 07:40:00,7.21,0,5328
Ryenn,1024583,9,243,26,17,70,154.29,Female,"Garden Grove, California ",1994-02-28,,2011-11-27,2017-09-20 07:15:00,8.38,133,9027
EnderVargas,1868660,11,75,0,2,26,25.57,Male,"Oakville, Ontario",1995-04-09,,2012-12-07,1900-05-14 15:35:00,7.22,18,1458
drowse,85157,12,284,35,19,105,136.92,Female,,1985-06-30,,2008-08-12,2017-11-19 09:30:00,8.35,173,8214
C00kiies,90477,9,50,4,2,9,19.40,,Singapore,,,2008-08-30,2017-09-11 20:18:00,9.94,0,1152
kounotori,3181917,26,49,0,0,71,31.51,Female,,,,2013-09-22,1900-05-05 09:14:00,7.92,0,1844
CamilleLuvsHoho,311523,1,47,5,1,12,12.20,Female,,1999-11-24,,2010-04-02,2015-01-11 22:06:00,8.6,0,747
SAMOAK,464220,3,124,18,32,44,53.82,Male,Washington,1994-05-25,,2011-03-21,2017-12-26 23:55:00,7.5,8,3145
waterscape,315828,8,11,1,2,31,5.20,,,1992-11-18,,2010-04-12,2013-03-16 01:27:00,7.77,5,268
narunetto,47402,6,92,29,22,2,27.50,Male,SHIATTORU,1991-02-18,,2008-04-02,2015-03-11 22:30:00,6.84,0,1648
RotvyOckikano,2374187,1,90,11,1,150,56.14,Male,"Pekanbaru, Indonesia",1996-10-27,,2013-03-31,2018-05-18 05:31:35,7.75,0,3301
Cherry-Life,6499630,10,59,5,8,590,17.30,Female,Canada,,,2017-08-21,2018-05-13 19:02:00,6.98,0,1054
mikmikmikmikmik,31768,12,251,25,71,35,109.04,Female,,,,2008-01-16,2017-10-02 04:03:00,7.48,29,6458
sargex,4503136,8,114,15,3,36,31.59,Male,,1997-09-03,,2015-03-15,1900-04-07 09:49:00,8.75,0,1867
Invisius,2745921,40,121,0,0,188,22.38,Male,Norway,1994-04-25,,2013-06-21,2016-10-16 19:39:00,8.08,0,1328
idkanmoree,215677,0,2,0,0,0,0.65,,,,,2009-08-03,2009-08-03 02:50:00,10.0,0,39
VampireBear,4649452,11,57,4,8,44,13.03,Male,Portugal,1997-12-08,,2015-06-01,2017-11-08 14:45:00,7.77,0,863
babomemoskdjsiq,47269,0,0,0,0,0,0.00,Male,,1990-01-26,,2008-04-02,2016-09-14 14:03:00,0.0,0,0
Frau_Nebel,15130,6,74,0,1,0,12.59,Female,"Russia, Krasnodar/Sochi",1989-12-13,,2007-09-27,2017-09-25 21:53:00,7.78,28,656
Blissfulwish,122236,6,41,2,1,0,16.72,Female,California,1985-07-12,,2008-12-10,2013-07-16 01:05:00,8.16,0,997
SPAZZDMR1337,465781,0,2,0,0,0,6.07,,kentucky,1997-11-02,,2011-03-25,2011-04-16 12:27:00,10.0,12,364
IPTN,1206907,51,278,14,1,137,122.17,Male,,1993-12-07,,2012-03-19,1900-04-28 23:03:00,8.09,52,7390
mmeidiana,2697117,13,94,19,25,64,22.95,Female,"Jakarta, Indonesia",1998-05-13,,2013-06-11,2015-01-24 19:06:00,7.41,0,1462
Stormgrid,6214126,18,61,0,0,158,14.10,,,,,2017-04-29,2018-05-18 07:31:47,8.7,0,991
Jario,295988,81,699,0,1,130,156.32,Male,"Samara, Russia",1992-10-03,,2010-02-18,1900-05-11 09:00:00,8.42,19,9502
deadkidspeaking,2460681,55,389,31,19,255,99.09,Female,"uae,sharjah",1996-08-21,,2013-04-20,2018-05-17 05:48:00,7.55,0,6142
Amuya,216397,27,39,0,0,93,37.20,Female,,1994-03-21,,2009-08-04,1900-04-05 12:23:00,8.76,0,2239
jack-Beam,3773775,75,202,0,10,27,56.33,Male,Paris,1997-12-11,,2014-05-13,2018-05-16 19:39:05,9.0,0,3561
Kiyoshi-chan,234556,2,0,0,0,1,0.43,Male,,1990-03-21,,2009-09-15,2014-05-31 16:16:00,9.0,0,25
RjOkami,196882,31,627,5,0,154,170.19,Female,Japan,1989-06-07,,2009-06-21,1900-05-08 13:41:00,8.39,204,10304
Skitungen2,1388819,5,73,24,2,153,18.74,Male,"Linköping, Sweden",1996-11-12,,2012-07-10,1900-05-12 00:26:00,7.27,18,1103
Jotapelixo,6854056,12,188,0,21,44,70.85,Male,2956,1997-06-10,,2018-01-02,2018-05-17 08:51:45,7.56,0,4254
clannad187,1394989,72,246,0,13,43,82.54,Male,"Hopewell, Virginia",1996-12-27,,2012-07-13,1900-04-03 18:08:00,8.54,11,4896
5hortie,281714,5,121,0,0,6,41.57,Female,,,,2010-01-11,1900-01-20 19:12:00,8.4,0,2468
Awesomemikko,270013,6,5,1,0,2,5.97,Male,Newport news VA,1983-03-26,,2009-12-15,2009-12-15 11:16:00,9.09,0,355
purplepinapples,4837235,418,2898,318,10487,332,242.86,Male,USA,,,2015-08-26,2018-05-18 10:45:58,3.83,342,19419
sanpatsu,1775285,7,103,1,31,20,33.10,Female,882,1995-01-01,,2012-11-15,1900-03-11 18:20:00,7.42,0,1966
firerez,67771,8,331,38,146,51,103.29,Female,,1990-01-08,,2008-06-11,1900-03-29 08:21:00,7.31,20,6259
Leyzou,329865,20,411,32,24,136,128.12,Male,Paris,1994-08-20,,2010-05-17,1900-01-21 19:40:00,7.67,3,7978
Nollti,6792868,1,33,1,8,40,30.49,Male,,1930-01-01,,2017-12-08,2018-05-18 06:32:01,7.49,0,1854
Rosilius,4698312,0,55,3,3,19,28.45,,,,,2015-06-25,1900-04-01 21:09:00,7.88,1,1653
Adryan0,1506329,6,89,1,7,2,29.25,Male,Romania,1997-07-16,,2012-09-10,1900-03-06 12:33:00,8.81,0,1759
DrawnIntoIt88,38537,21,192,5,40,282,36.38,,,,,2008-02-20,1900-05-16 22:14:00,7.62,0,2276
Lolitan,218592,1,11,0,0,0,3.03,,,,,2009-08-09,2011-04-18 01:21:00,7.67,0,187
Stronglikesumo,395574,3,9,0,0,2,4.37,,,,,2010-10-13,2010-12-15 09:42:00,8.21,0,249
Kamikochi,3494483,31,393,33,14,110,77.15,Female,In my Master's computer,,,2014-01-16,2018-05-15 13:07:00,7.46,9,4684
StaticzAvenger,3725691,18,217,1,14,84,128.01,Female,Australia,1997-08-08,,2014-04-24,1900-05-03 02:43:00,8.0,33,7720
holy_moses,66995,6,129,2,3,3,58.46,Male,"Barrie, Ontario",1988-08-21,,2008-06-08,2014-11-01 23:11:00,7.77,13,3456
FlameYeo,4678376,4,244,29,2,379,59.63,Male,Singapore,1998-08-26,,2015-06-15,1900-05-12 19:44:00,8.25,6,3589
Ryan_,428415,4,53,3,26,34,52.45,Male,"Brazil, Rio de Janeiro",1993-01-07,,2011-01-02,2017-12-30 17:06:00,7.22,2,3104
shelbo,10854,5,48,1,0,1,55.70,Male,,1992-02-25,,2007-08-21,2017-08-17 15:10:00,8.78,77,3396
Dracos33,340147,108,307,6,30,78,74.71,Male,"Chicago, Il",,,2010-06-11,1900-05-14 17:52:00,7.18,0,4803
kamciak,166275,0,369,0,0,20,81.94,Male,Brzesko,1991-05-14,,2009-04-03,1900-05-12 17:06:00,8.47,0,5027
mugeez,4176115,3,3,2,0,66,0.88,Male,"Lahore, Pakistan",1992-09-22,,2014-10-14,2017-09-13 23:24:00,8.0,0,53
kurokial,3427083,2,40,1,1,12,9.25,Male,"Posen, Poland",1988-01-16,,2013-12-23,2016-08-16 01:32:00,7.33,0,532
luki,105243,5,241,25,19,25,81.32,Male,,,,2008-10-15,2012-04-13 10:36:00,7.47,7,4709
Niichi01,4353873,1,66,10,2,118,21.11,Female,"Camuy, Puerto Rico",1997-09-01,,2014-12-27,1900-05-07 17:00:00,8.49,0,1213
nictimes,247048,1,3,0,0,0,1.38,,,,,2009-10-16,2010-01-30 19:48:00,9.33,0,82
Benzeo,246686,43,62,6,0,31,31.50,,,,,2009-10-15,2011-10-04 11:56:00,8.42,0,1866
rOrOnoaz94,2314105,4,62,4,0,0,50.40,Male,,1994-10-12,,2013-03-17,2014-02-02 10:26:00,9.14,0,2964
Samurnor,3359727,5,379,5,0,236,141.08,Male,"Zwolle, Netherlands",,,2013-11-24,1900-05-14 01:40:00,6.81,28,8946
Maza,10812,6,40,0,0,0,22.40,Male,"Kitee, Finland",1991-02-10,,2007-08-21,2008-08-19 21:06:00,7.93,0,1383
shalynnines,300899,19,105,15,3,53,66.38,Female,TORONTO !,,,2010-03-03,2016-04-18 11:36:00,8.55,0,4041
Mainoples,5599046,0,14,14,3,19,3.61,,,,,2016-08-03,1900-03-28 22:00:00,7.0,0,223
sakura567,60687,0,0,0,0,1,0.00,Female,"Amarillo,Texas",1990-08-12,,2008-05-15,2008-05-15 11:10:00,10.0,0,0
lisekss,7187071,0,23,0,0,10,15.16,,,,,2018-04-20,1900-05-06 14:28:00,8.95,0,904
antsie,265785,3,14,0,0,3,9.20,,,2007-01-01,,2009-12-04,2013-06-25 00:19:00,8.31,0,542
moe2222,5732995,2,0,0,0,22,0.40,,,,,2016-09-29,1900-04-24 07:13:00,8.33,0,12
EvilGauche,106366,57,605,279,15,256,147.41,Male,Malaysia,1994-06-20,,2008-10-18,1900-05-14 07:49:00,9.13,0,8955
Cyclone012,6074660,7,33,6,1,150,14.77,,,,,2017-02-26,1900-03-07 07:05:00,8.75,0,905
Bindweed,70016,1,237,1,64,3,60.99,,,,,2008-06-20,2017-09-28 13:15:00,6.15,0,3722
jujuju,274517,1,2,0,0,0,2.28,,,,,2009-12-27,2010-02-06 22:47:00,8.33,0,139
abdul18,606789,43,84,17,16,42,73.44,Male," islamabad, Pakistan",1993-11-18,,2011-09-19,2013-06-30 07:50:00,7.86,7,4380
Melorie,488225,8,60,3,0,124,51.07,,,1992-01-21,,2011-05-18,2016-06-22 03:30:00,0.0,0,3045
BlackShooter4,6342731,10,73,10,4,25,23.38,,,,,2017-06-24,2017-11-26 14:45:00,8.23,0,1514
mewtwo21,1749957,28,400,23,97,228,86.71,Male,Chicago,1996-11-05,,2012-11-09,2018-05-15 12:27:00,5.93,9,5272
Ronald_Magno,5421890,7,30,0,0,5,8.92,,,,,2016-05-20,2017-05-09 19:27:00,8.8,0,528
masquerade04,194423,0,2,0,0,0,0.90,Female,"Queens, New York",1994-11-03,,2009-06-15,2010-06-23 12:19:00,8.5,3,55
konataotaku,15714,6,15,0,0,0,14.19,,,,,2007-10-02,2007-12-18 09:01:00,9.0,16,852
BernkastelChan,408082,4,8,0,0,3,2.39,Female,,,,2010-11-14,2011-12-19 18:11:00,10.0,0,142
Guy950,2893,9,97,29,16,1,53.74,Male,,1990-04-05,,2007-04-08,2009-08-19 14:02:00,6.55,0,3192
WayRAD,169187,1,0,0,0,0,0.31,,,,,2009-04-11,2009-04-11 04:05:00,10.0,0,18
SteffySama,6434255,13,219,0,0,12,163.48,Female,"Fort Bragg, California",1992-04-05,,2017-07-26,2017-08-21 17:45:00,7.38,56,9663
MonkeyDLuffyGir,21759,57,92,3,0,3,37.98,Female,Georgia,1995-08-18,,2007-11-13,2016-11-08 08:38:00,9.28,0,2258
ellowel,9352,103,357,34,76,160,154.23,Male,"bremerton , washington",1984-04-06,,2007-08-04,1900-05-01 00:37:00,7.19,79,9140
Kazalam,187833,12,139,3,7,34,34.60,Male,HA!,1990-01-01,,2009-05-29,2017-03-11 01:45:00,7.89,0,2087
setayy,1108113,10,197,3,0,0,66.83,,,,,2012-01-17,1900-03-31 14:31:00,8.63,0,4125
OkazukiIchigo,102738,12,116,13,15,5,90.49,Male,Britannia Empire,1991-01-04,,2008-10-07,2009-04-11 07:43:00,7.34,16,5401
Subaru-sama,152202,12,96,15,3,120,34.07,,,,,2009-02-21,2010-12-04 14:47:00,8.27,0,2007
chandni,95441,1,38,7,19,20,10.95,Female,,,,2008-09-16,2011-08-11 11:05:00,7.08,2,629
lila94,502880,10,89,6,3,51,73.77,Female,"Burgas, Bulgaria",1994-06-18,,2011-06-24,2015-11-22 16:55:00,7.85,6,4440
Xephia,117438,52,139,6,5,77,71.78,Female,New Zealand,1991-06-06,,2008-11-24,2017-02-15 17:31:00,7.59,5,4299
mini_jello,433673,1,14,0,0,0,63.11,Female,"San Jose, California",1990-11-06,,2011-01-11,2011-01-11 21:43:00,9.5,97,10124
alejolas,72843,1,29,0,0,8,8.09,Male,Seattle WA,1987-01-20,,2008-06-30,2009-11-28 12:24:00,8.33,15,442
zealot1138,208151,9,36,3,2,5,37.24,Female,"Los Angeles, CA",,,2009-07-15,2012-10-21 20:23:00,7.53,28,2212
OtomeSan,4746755,24,330,12,5,174,115.04,Female,,1995-09-12,,2015-07-15,1900-05-15 07:20:00,8.45,178,7047
Aria-da-Capo,3935001,0,1767,4,0,0,236.66,Male,"Italy, Lombardia",1989-02-28,,2014-07-17,1900-05-11 07:12:00,5.9,46,14674
Northen_Lights,388622,15,1055,49,0,90,183.79,Female,"Russia, Krasnodar",1990-10-23,,2010-09-27,1900-05-12 16:50:00,7.55,0,11324
Miau,126587,32,86,17,1,51,45.68,Male,Vienna Austria,1990-03-04,,2008-12-23,2010-10-24 18:54:00,7.44,0,2726
CrossBorn,5212275,6,76,0,14,0,33.53,,,,,2016-02-20,1900-01-15 12:17:00,6.39,0,1974
Bernadotte_Pip,497770,2,58,2,2,0,22.18,Female,,1992-07-11,,2011-06-12,2011-09-22 07:42:00,7.84,0,1389
Stowaway,3349601,6,82,12,2,43,40.85,Female,New Zealand,1997-09-05,,2013-11-20,2016-11-27 00:18:00,7.11,34,2452
Aectann,81492,6,596,31,43,30,183.77,Male,,,,2008-07-31,1900-05-06 21:22:00,9.53,0,11604
Fishbot_,6558295,7,40,2,0,22,15.81,,,1995-05-25,,2017-09-15,1900-05-10 17:50:00,8.31,0,933
Kishon,196712,8,62,0,0,203,14.60,Male,New Zealand,1990-12-13,,2009-06-20,2009-12-01 22:08:00,8.56,0,840
BabYrHii,325383,4,68,1,0,16,47.36,Female,"newport , United kingdom",1995-11-03,,2010-05-06,2012-04-06 11:58:00,9.37,6,3743
Mortalis,1484427,1,53,24,0,600,30.03,,,,,2012-08-29,2016-01-12 03:50:00,8.05,0,1812
Thedrek,96506,13,311,3,7,14,167.61,Male,"Skien, Norway",1987-11-21,,2008-09-20,1900-04-21 15:31:00,8.35,107,9793
PvMVirus,2355709,11,481,40,22,126,185.64,Male,Canada,1996-01-01,,2013-03-27,1900-05-13 19:52:00,7.41,20,10783
shadowrost,26613,11,168,14,6,73,76.86,Male,the last level,1992-07-23,,2007-12-17,2011-04-19 01:12:00,8.68,0,4540
0marakagami,5438124,8,388,22,2,351,127.60,Male,,1997-12-04,,2016-05-28,2018-05-18 02:33:20,8.71,3,7706
Cleaye,3095469,32,383,80,0,547,115.84,Male,The Netherlands,1998-08-10,,2013-08-27,2018-05-15 01:52:02,7.33,3,7136
mellolemonyello,272639,1,25,0,0,0,4.55,Female,,,,2009-12-22,2010-06-07 00:59:00,7.32,0,353
Derdodo,143124,3,156,33,4,59,69.23,Male,"Dresden, Sachsen",1991-01-28,,2009-01-26,2014-09-11 02:38:00,8.5,27,4173
ace-in-the-hole,59831,3,0,0,0,0,2.83,Male,"new zealand, world, solar syetem, galaxy, universe",1994-02-21,,2008-05-11,2015-06-21 12:33:00,8.33,0,170
themirso,4159103,0,276,0,0,0,67.48,,,,,2014-10-07,2017-12-24 08:10:00,7.68,35,3761
Lexxar97,5769579,4,194,0,0,10,66.28,,,,,2016-10-14,1900-05-01 17:26:00,7.36,0,3948
Shirt,104790,4,656,26,37,191,164.18,Male,New York ftw,2014-07-16,,2008-10-14,1900-04-11 23:18:00,8.8,51,9886
Dr_Pepper,7948,8,40,17,3,18,12.71,Male,"Anaheim, California",1988-11-27,,2007-07-19,2016-11-21 13:00:00,8.17,0,734
Rakksha,176700,7,166,12,5,108,70.83,Female,"Constanta,Romania",,,2009-04-29,2014-04-07 15:16:00,9.67,0,4327
annann12,71877,56,46,1,3,26,20.27,,,,,2008-06-27,2017-11-07 13:00:00,8.7,1,1203
fpsvash,572905,20,341,7,0,23,76.24,Male,USA,1989-01-01,,2011-09-11,1900-05-07 19:37:00,7.66,23,4245
kazykoki,1942700,85,100,3,1,176,57.91,Female,,,,2012-12-24,1900-04-17 15:39:00,8.17,2,3441
DireKnight,4798761,7,116,1,3,24,53.17,Male,Lithuania,2000-03-25,,2015-08-08,1900-04-22 07:02:00,7.63,17,3127
Gorli,110582,2,88,2,6,6,72.38,Male,,,,2008-11-02,1900-03-11 15:51:00,6.43,0,4294
Mcrayne,275785,1,44,0,0,29,9.24,Male,"Bezdan,Serbia",1985-01-24,,2009-12-30,1900-03-01 14:03:00,9.13,0,536
Crale86,376465,9,120,10,4,2,52.24,Male,"Southampton, England",1986-08-01,,2010-08-29,2015-02-21 14:08:00,7.69,0,3053
SocialAwkward,441230,2,214,6,9,89,88.13,Female,Somewhere over the Rainbow,2000-01-24,,2011-01-28,1900-04-06 02:31:00,8.65,25,5317
Melfina2328,270283,3,41,0,0,7,48.54,Female,,,,2009-12-16,2010-03-17 14:12:00,8.15,51,2879
alysael,229122,38,121,7,20,59,62.54,Female,"Sydney, Australia",1995-08-18,,2009-09-02,1900-05-08 03:12:00,7.91,0,3801
Souvlaki_,2314101,2,11,1,0,0,4.81,Male,,,,2013-03-17,2014-06-17 17:13:00,0.0,0,277
Miaoster,253918,7,357,2,14,11,87.79,Male,,,,2009-11-02,2018-05-17 01:17:00,9.11,3,5410
Espe,21333,10,160,7,14,80,45.38,Female,Spain,1992-06-08,,2007-11-11,2018-05-17 00:13:20,7.32,0,2668
ShadowJackal35,405267,5,546,11,6,355,134.29,Female,,,,2010-11-07,1900-05-02 11:49:00,6.32,146,8068
Hozu,4188745,7,1185,0,0,6,381.40,Male,,1990-03-18,,2014-10-19,1900-04-04 06:11:00,8.0,0,22633
Aonike,67938,12,104,7,2,59,35.34,Male,"Uppsala, Sweden",1992-05-26,,2008-06-12,2017-03-26 09:22:00,7.91,0,2080
ButterflyBoi,3075091,17,304,2,8,366,114.28,Male,"Glasgow, Scotland, United Kingdom",1988-12-04,,2013-08-21,2018-05-17 09:34:00,7.37,1,6974
strei,4232183,2,1,0,0,13,2.28,Male,"Budapest, Hungary",1992-05-05,,2014-11-05,2015-01-06 16:54:00,9.0,0,137
Negative9999103,34828,42,904,7,192,38,255.68,Male,Australia,,,2008-01-31,1900-04-28 08:06:00,6.84,0,15011
Dinamet7,69982,23,568,70,33,236,218.75,Female,So. California,1932-03-01,,2008-06-20,2017-04-10 20:02:00,7.53,16,13183
fossilboy904,2550057,3,32,0,21,0,18.66,Male,Illinois,1991-11-03,,2013-05-10,2013-05-10 18:49:00,7.2,0,1116
Serf12,3411015,41,305,34,22,127,73.76,Male,Spain,1998-05-12,,2013-12-16,2018-05-13 12:03:00,7.29,7,4590
